stage,date,pens,pens_home_score,pens_away_score,team_name_home,team_name_away,team_home_score,team_away_score,possession_home,possession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,duels_won_home,duels_won_away,prediction_team_home_win,prediction_draw,prediction_team_away_win,location,events_list,lineup_home,lineup_away
 Final , 07.08.2021 ,False,False,False, Brazil  U23 , Spain U23 ,2,1,41%, 59% ,15, 9 ,4, 3 ,54%, 46% , 54% , 2% , 44% ," Nissan Stadium, Yokohama ","[{'event_team': 'home', 'event_time': "" 20' "", 'event_type': 'Yellow card', 'action_player_1': ' Guilherme Arana '}, {'event_team': 'away', 'event_time': "" 26' "", 'event_type': 'Yellow card', 'action_player_1': ' Eric García '}, {'event_team': 'home', 'event_time': "" 31' "", 'event_type': 'Yellow card', 'action_player_1': ' Richarlison '}, {'event_team': 'home', 'event_time': "" 47' "", 'event_type': 'Goal', 'action_player_1': ' Matheus Cunha ', 'action_player_2': ' Dani Alves '}, {'event_team': 'away', 'event_time': "" 45' "", 'event_type': 'Substitution', 'action_player_1': ' Carlos Soler ', 'action_player_2': ' Mikel Merino '}, {'event_team': 'away', 'event_time': "" 45' "", 'event_type': 'Substitution', 'action_player_1': ' Bryan Gil ', 'action_player_2': ' Marco Asensio '}, {'event_team': 'away', 'event_time': "" 61' "", 'event_type': 'Goal', 'action_player_1': ' Mikel Oyarzabal ', 'action_player_2': ' Carlos Soler '}, {'event_team': 'home', 'event_time': "" 65' "", 'event_type': 'Yellow card', 'action_player_1': ' Matheus Cunha '}, {'event_team': 'home', 'event_time': "" 89' "", 'event_type': 'Yellow card', 'action_player_1': ' Douglas Luiz '}, {'event_team': 'home', 'event_time': "" 90' "", 'event_type': 'Substitution', 'action_player_1': ' Malcom ', 'action_player_2': ' Matheus Cunha '}, {'event_team': 'away', 'event_time': "" 90' "", 'event_type': 'Substitution', 'action_player_1': ' Jesus Vallejo ', 'action_player_2': ' Óscar Gil '}, {'event_team': 'away', 'event_time': "" 90' "", 'event_type': 'Substitution', 'action_player_1': ' Juan Miranda ', 'action_player_2': ' Marc Cucurella '}, {'event_team': 'away', 'event_time': "" 104' "", 'event_type': 'Substitution', 'action_player_1': ' Rafa Mir ', 'action_player_2': ' Mikel Oyarzabal '}, {'event_team': 'away', 'event_time': "" 106' "", 'event_type': 'Yellow card', 'action_player_1': ' Bryan Gil '}, {'event_team': 'home', 'event_time': "" 105' "", 'event_type': 'Substitution', 'action_player_1': ' Reinier ', 'action_player_2': ' Claudinho '}, {'event_team': 'home', 'event_time': "" 108' "", 'event_type': 'Goal', 'action_player_1': ' Malcom ', 'action_player_2': ' Antony '}, {'event_team': 'home', 'event_time': "" 112' "", 'event_type': 'Substitution', 'action_player_1': ' Gabriel Menino ', 'action_player_2': ' Antony '}, {'event_team': 'away', 'event_time': "" 112' "", 'event_type': 'Substitution', 'action_player_1': ' Moncayola ', 'action_player_2': ' Martín Zubimendi '}, {'event_team': 'home', 'event_time': "" 114' "", 'event_type': 'Substitution', 'action_player_1': ' Paulinho ', 'action_player_2': ' Richarlison '}]","[{'player_name': ' Richarlison ', 'player_number': ' 10'}, {'player_name': ' Carneiro da Cunha ', 'player_number': ' 9'}, {'player_name': ' Rodrigues Parise Leonel ', 'player_number': ' 20'}, {'player_name': ' Guimarães Rodriguez Moura ', 'player_number': ' 8'}, {'player_name': ' Luiz ', 'player_number': ' 5'}, {'player_name': ' dos Santos ', 'player_number': ' 11'}, {'player_name': ' Guilherme Arana ', 'player_number': ' 6'}, {'player_name': ' Santos Silva ', 'player_number': ' 3'}, {'player_name': ' Mota Filho ', 'player_number': ' 15'}, {'player_name': ' Alves ', 'player_number': ' 13'}, {'player_name': ' Melo dos Santos Neto ', 'player_number': ' 1'}]","[{'player_name': ' Olmo Carvajal ', 'player_number': ' 19'}, {'player_name': ' Oyarzabal ', 'player_number': ' 11'}, {'player_name': ' Asensio ', 'player_number': ' 7'}, {'player_name': ' González López ', 'player_number': ' 16'}, {'player_name': ' Zubimendi Ibáñez ', 'player_number': ' 6'}, {'player_name': ' Merino ', 'player_number': ' 8'}, {'player_name': ' Cucurella ', 'player_number': ' 3'}, {'player_name': ' Torres ', 'player_number': ' 4'}, {'player_name': ' García Martret ', 'player_number': ' 12'}, {'player_name': ' Gil Regaño ', 'player_number': ' 18'}, {'player_name': ' Simon ', 'player_number': ' 1'}]"
 Match for third place , 06.08.2021 ,False,False,False, Mexico U23 , Japan U23 ,3,1,42%, 58% ,9, 21 ,4, 6 ,50%, 51% , 68% , 2% , 30% , Saitama Stadium 2002 ,"[{'event_team': 'home', 'event_time': "" 13' "", 'event_type': 'Penalty', 'action_player_1': ' Francisco Córdova ', 'action_player_2': ' Penalty '}, {'event_team': 'away', 'event_time': "" 19' "", 'event_type': 'Yellow card', 'action_player_1': ' Wataru Endo '}, {'event_team': 'home', 'event_time': "" 22' "", 'event_type': 'Goal', 'action_player_1': ' Johan Vásquez ', 'action_player_2': ' Francisco Córdova '}, {'event_team': 'home', 'event_time': "" 27' "", 'event_type': 'Yellow card', 'action_player_1': ' Johan Vásquez '}, {'event_team': 'home', 'event_time': "" 42' "", 'event_type': 'Yellow card', 'action_player_1': ' Jorge Sánchez '}, {'event_team': 'away', 'event_time': "" 45' "", 'event_type': 'Substitution', 'action_player_1': ' Reo Hatate ', 'action_player_2': ' Yuki Soma '}, {'event_team': 'home', 'event_time': "" 57' "", 'event_type': 'Substitution', 'action_player_1': ' Uriel Antuna ', 'action_player_2': ' Diego Lainez '}, {'event_team': 'home', 'event_time': "" 58' "", 'event_type': 'Goal', 'action_player_1': ' Alexis Vega ', 'action_player_2': ' Francisco Córdova '}, {'event_team': 'away', 'event_time': "" 62' "", 'event_type': 'Substitution', 'action_player_1': ' Kaoru Mitoma ', 'action_player_2': ' Yuta Nakayama '}, {'event_team': 'away', 'event_time': "" 63' "", 'event_type': 'Substitution', 'action_player_1': ' Ayase Ueda ', 'action_player_2': ' Daichi Hayashi '}, {'event_team': 'away', 'event_time': "" 71' "", 'event_type': 'Substitution', 'action_player_1': ' Ko Itakura ', 'action_player_2': ' Ao Tanaka '}, {'event_team': 'away', 'event_time': "" 78' "", 'event_type': 'Goal', 'action_player_1': ' Kaoru Mitoma ', 'action_player_2': ' Takefusa Kubo '}, {'event_team': 'home', 'event_time': "" 78' "", 'event_type': 'Substitution', 'action_player_1': ' Roberto Alvarado ', 'action_player_2': ' Alexis Vega '}, {'event_team': 'home', 'event_time': "" 79' "", 'event_type': 'Substitution', 'action_player_1': ' Fernando Beltrán ', 'action_player_2': ' Francisco Córdova '}, {'event_team': 'away', 'event_time': "" 80' "", 'event_type': 'Yellow card', 'action_player_1': ' Ayase Ueda '}, {'event_team': 'away', 'event_time': "" 80' "", 'event_type': 'Substitution', 'action_player_1': ' Koji Miyoshi ', 'action_player_2': ' Wataru Endo '}, {'event_team': 'home', 'event_time': "" 86' "", 'event_type': 'Substitution', 'action_player_1': ' José Esquivel ', 'action_player_2': ' Carlos Rodríguez '}, {'event_team': 'home', 'event_time': "" 87' "", 'event_type': 'Substitution', 'action_player_1': ' Eduardo Aguirre ', 'action_player_2': ' Henry Martín '}, {'event_team': 'home', 'event_time': "" 93' "", 'event_type': 'Yellow card', 'action_player_1': ' Guillermo Ochoa '}]","[{'player_name': ' Martín Mex ', 'player_number': ' 9'}, {'player_name': ' Vega ', 'player_number': ' 11'}, {'player_name': ' Córdova Reyes ', 'player_number': ' 17'}, {'player_name': ' Lainez Leyva ', 'player_number': ' 10'}, {'player_name': ' Rodríguez Gómez ', 'player_number': ' 8'}, {'player_name': ' Romo Barrón ', 'player_number': ' 7'}, {'player_name': ' Angulo Uriarte ', 'player_number': ' 4'}, {'player_name': ' Vásquez Ibarra ', 'player_number': ' 5'}, {'player_name': ' Montes Castro ', 'player_number': ' 3'}, {'player_name': ' Sánchez Ramos ', 'player_number': ' 2'}, {'player_name': ' Ochoa ', 'player_number': ' 13'}]","[{'player_name': ' Hayashi ', 'player_number': ' 19'}, {'player_name': ' Kubo ', 'player_number': ' 7'}, {'player_name': ' Soma ', 'player_number': ' 16'}, {'player_name': ' Tanaka ', 'player_number': ' 17'}, {'player_name': ' Endo ', 'player_number': ' 6'}, {'player_name': ' Doan ', 'player_number': ' 10'}, {'player_name': ' Nakayama ', 'player_number': ' 3'}, {'player_name': ' Tomiyasu ', 'player_number': ' 14'}, {'player_name': ' Yoshida ', 'player_number': ' 5'}, {'player_name': ' Sakai ', 'player_number': ' 2'}, {'player_name': ' Tani ', 'player_number': ' 12'}]"
 Semi-finals , 03.08.2021 ,False,False,False, Japan U23 , Spain U23 ,0,1,31%, 69% ,11, 20 ,1, 6 ,58%, 42% , 19% , 2% , 79% , Saitama Stadium 2002 ,"[{'event_team': 'away', 'event_time': "" 13' "", 'event_type': 'Yellow card', 'action_player_1': ' Óscar Gil '}, {'event_team': 'away', 'event_time': "" 45' "", 'event_type': 'Substitution', 'action_player_1': ' Jesus Vallejo ', 'action_player_2': ' Óscar Gil '}, {'event_team': 'away', 'event_time': "" 51' "", 'event_type': 'Yellow card', 'action_player_1': ' Mikel Merino '}, {'event_team': 'away', 'event_time': "" 59' "", 'event_type': 'Substitution', 'action_player_1': ' Carlos Soler ', 'action_player_2': ' Mikel Merino '}, {'event_team': 'away', 'event_time': "" 60' "", 'event_type': 'Substitution', 'action_player_1': ' Javi Puado ', 'action_player_2': ' Dani Olmo '}, {'event_team': 'home', 'event_time': "" 65' "", 'event_type': 'Substitution', 'action_player_1': ' Ayase Ueda ', 'action_player_2': ' Daichi Hayashi '}, {'event_team': 'home', 'event_time': "" 65' "", 'event_type': 'Substitution', 'action_player_1': ' Yuki Soma ', 'action_player_2': ' Reo Hatate '}, {'event_team': 'away', 'event_time': "" 83' "", 'event_type': 'Substitution', 'action_player_1': ' Marco Asensio ', 'action_player_2': ' Pedri '}, {'event_team': 'away', 'event_time': "" 95' "", 'event_type': 'Yellow card', 'action_player_1': ' Martín Zubimendi '}, {'event_team': 'home', 'event_time': "" 90' "", 'event_type': 'Substitution', 'action_player_1': ' Koji Miyoshi ', 'action_player_2': ' Takefusa Kubo '}, {'event_team': 'home', 'event_time': "" 90' "", 'event_type': 'Substitution', 'action_player_1': ' Daizen Maeda ', 'action_player_2': ' Ritsu Doan '}, {'event_team': 'away', 'event_time': "" 97' "", 'event_type': 'Substitution', 'action_player_1': ' Moncayola ', 'action_player_2': ' Martín Zubimendi '}, {'event_team': 'home', 'event_time': "" 99' "", 'event_type': 'Yellow card', 'action_player_1': ' Hiroki Sakai '}, {'event_team': 'away', 'event_time': "" 105' "", 'event_type': 'Substitution', 'action_player_1': ' Juan Miranda ', 'action_player_2': ' Marc Cucurella '}, {'event_team': 'away', 'event_time': "" 110' "", 'event_type': 'Yellow card', 'action_player_1': ' Jesus Vallejo '}, {'event_team': 'away', 'event_time': "" 115' "", 'event_type': 'Goal', 'action_player_1': ' Marco Asensio ', 'action_player_2': ' Mikel Oyarzabal '}, {'event_team': 'away', 'event_time': "" 116' "", 'event_type': 'Yellow card', 'action_player_1': ' Marco Asensio '}, {'event_team': 'away', 'event_time': "" 117' "", 'event_type': 'Yellow card', 'action_player_1': ' Rafa Mir '}, {'event_team': 'home', 'event_time': "" 118' "", 'event_type': 'Substitution', 'action_player_1': ' Daiki Hashioka ', 'action_player_2': ' Ao Tanaka '}]","[{'player_name': ' Hayashi ', 'player_number': ' 19'}, {'player_name': ' Kubo ', 'player_number': ' 7'}, {'player_name': ' Hatate ', 'player_number': ' 13'}, {'player_name': ' Tanaka ', 'player_number': ' 17'}, {'player_name': ' Endo ', 'player_number': ' 6'}, {'player_name': ' Doan ', 'player_number': ' 10'}, {'player_name': ' Nakayama ', 'player_number': ' 3'}, {'player_name': ' Itakura ', 'player_number': ' 4'}, {'player_name': ' Yoshida ', 'player_number': ' 5'}, {'player_name': ' Sakai ', 'player_number': ' 2'}, {'player_name': ' Tani ', 'player_number': ' 12'}]","[{'player_name': ' Olmo Carvajal ', 'player_number': ' 19'}, {'player_name': ' Oyarzabal ', 'player_number': ' 11'}, {'player_name': ' Mir ', 'player_number': ' 9'}, {'player_name': ' González López ', 'player_number': ' 16'}, {'player_name': ' Zubimendi Ibáñez ', 'player_number': ' 6'}, {'player_name': ' Merino ', 'player_number': ' 8'}, {'player_name': ' Cucurella ', 'player_number': ' 3'}, {'player_name': ' Torres ', 'player_number': ' 4'}, {'player_name': ' García Martret ', 'player_number': ' 12'}, {'player_name': ' Gil Regaño ', 'player_number': ' 18'}, {'player_name': ' Simon ', 'player_number': ' 1'}]"
 Semi-finals ,03.08.2021,True,1,4, Mexico U23 , Brazil  U23 ,0,0,32%, 68% ,9, 12 ,4, 6 ,50%, 50% , 54% , 2% , 44% , Kashima Stadium ,"[{'event_team': 'away', 'event_time': "" 37' "", 'event_type': 'Yellow card', 'action_player_1': ' Diego Carlos '}, {'event_team': 'home', 'event_time': "" 40' "", 'event_type': 'Yellow card', 'action_player_1': ' César Montes '}, {'event_team': 'home', 'event_time': "" 45' "", 'event_type': 'Substitution', 'action_player_1': ' Carlos Rodríguez ', 'action_player_2': ' José Esquivel '}, {'event_team': 'home', 'event_time': "" 62' "", 'event_type': 'Substitution', 'action_player_1': ' Diego Lainez ', 'action_player_2': ' Uriel Antuna '}, {'event_team': 'away', 'event_time': "" 64' "", 'event_type': 'Yellow card', 'action_player_1': ' Antony '}, {'event_team': 'away', 'event_time': "" 67' "", 'event_type': 'Substitution', 'action_player_1': ' Gabriel Martinelli ', 'action_player_2': ' Paulinho '}, {'event_team': 'away', 'event_time': "" 72' "", 'event_type': 'Yellow card', 'action_player_1': ' Bruno Guimarães '}, {'event_team': 'away', 'event_time': "" 73' "", 'event_type': 'Substitution', 'action_player_1': ' Reinier ', 'action_player_2': ' Claudinho '}, {'event_team': 'home', 'event_time': "" 74' "", 'event_type': 'Yellow card', 'action_player_1': ' Diego Lainez '}, {'event_team': 'home', 'event_time': "" 76' "", 'event_type': 'Yellow card', 'action_player_1': ' Vladimir Loroña '}, {'event_team': 'away', 'event_time': "" 76' "", 'event_type': 'Yellow card', 'action_player_1': ' Reinier '}, {'event_team': 'home', 'event_time': "" 78' "", 'event_type': 'Substitution', 'action_player_1': ' Jesús Ricardo Angulo ', 'action_player_2': ' Francisco Córdova '}, {'event_team': 'home', 'event_time': "" 92' "", 'event_type': 'Substitution', 'action_player_1': ' Roberto Alvarado ', 'action_player_2': ' Alexis Vega '}, {'event_team': 'away', 'event_time': "" 90' "", 'event_type': 'Substitution', 'action_player_1': ' Malcom ', 'action_player_2': ' Antony '}, {'event_team': 'home', 'event_time': "" 98' "", 'event_type': 'Substitution', 'action_player_1': ' Adrián Mora ', 'action_player_2': ' Jesús Alberto Angulo '}, {'event_team': 'home', 'event_time': "" 98' "", 'event_type': 'Substitution', 'action_player_1': ' Eduardo Aguirre ', 'action_player_2': ' Henry Martín '}, {'event_team': 'home', 'event_time': "" 105' "", 'event_type': 'Yellow card', 'action_player_1': ' Luis Romo '}, {'event_team': 'away', 'event_time': "" 110' "", 'event_type': 'Yellow card', 'action_player_1': ' Douglas Luiz '}, {'event_team': 'away', 'event_time': "" 115' "", 'event_type': 'Substitution', 'action_player_1': ' Matheus Henrique ', 'action_player_2': ' Douglas Luiz '}, {'event_team': 'away', 'event_time': False, 'event_type': 'PK', 'event_result': 'Goal', 'event_player': ' Dani Alves '}, {'event_team': 'home', 'event_time': False, 'event_type': 'PK', 'event_result': 'Missed', 'event_player': ' Eduardo Aguirre '}, {'event_team': 'away', 'event_time': False, 'event_type': 'PK', 'event_result': 'Goal', 'event_player': ' Gabriel Martinelli '}, {'event_team': 'home', 'event_time': False, 'event_type': 'PK', 'event_result': 'Missed', 'event_player': ' Johan Vásquez '}, {'event_team': 'away', 'event_time': False, 'event_type': 'PK', 'event_result': 'Goal', 'event_player': ' Bruno Guimarães '}, {'event_team': 'home', 'event_time': False, 'event_type': 'PK', 'event_result': 'Goal', 'event_player': ' Carlos Rodríguez '}, {'event_team': 'away', 'event_time': False, 'event_type': 'PK', 'event_result': 'Goal', 'event_player': ' Reinier '}]","[{'player_name': ' Martín Mex ', 'player_number': ' 9'}, {'player_name': ' Vega ', 'player_number': ' 11'}, {'player_name': ' Córdova Reyes ', 'player_number': ' 17'}, {'player_name': ' Antuna Romero ', 'player_number': ' 15'}, {'player_name': ' Esquivel Martínez ', 'player_number': ' 16'}, {'player_name': ' Romo Barrón ', 'player_number': ' 7'}, {'player_name': ' Angulo Uriarte ', 'player_number': ' 4'}, {'player_name': ' Vásquez Ibarra ', 'player_number': ' 5'}, {'player_name': ' Montes Castro ', 'player_number': ' 3'}, {'player_name': ' Loroña Aguilar ', 'player_number': ' 6'}, {'player_name': ' Ochoa ', 'player_number': ' 13'}]","[{'player_name': ' Richarlison ', 'player_number': ' 10'}, {'player_name': ' Sampaio Filho ', 'player_number': ' 7'}, {'player_name': ' Rodrigues Parise Leonel ', 'player_number': ' 20'}, {'player_name': ' dos Santos ', 'player_number': ' 11'}, {'player_name': ' Guimarães Rodriguez Moura ', 'player_number': ' 8'}, {'player_name': ' Luiz ', 'player_number': ' 5'}, {'player_name': ' Guilherme Arana ', 'player_number': ' 6'}, {'player_name': ' Santos Silva ', 'player_number': ' 3'}, {'player_name': ' Mota Filho ', 'player_number': ' 15'}, {'player_name': ' Alves ', 'player_number': ' 13'}, {'player_name': ' Melo dos Santos Neto ', 'player_number': ' 1'}]"
 Quarter-finals , 31.07.2021 ,False,False,False, Korea Republic U23 , Mexico U23 ,3,6,56%, 44% ,18, 14 ,11, 9 ,48%, 52% , 13% , 2% , 85% ," Nissan Stadium, Yokohama ","[{'event_team': 'away', 'event_time': "" 12' "", 'event_type': 'Goal', 'action_player_1': ' Henry Martín ', 'action_player_2': ' Luis Romo '}, {'event_team': 'home', 'event_time': "" 20' "", 'event_type': 'Goal', 'action_player_1': ' Lee Dong-Gyeong ', 'action_player_2': ' Kim Jin-Kyu '}, {'event_team': 'away', 'event_time': "" 29' "", 'event_type': 'Goal', 'action_player_1': ' Luis Romo ', 'action_player_2': ' Alexis Vega '}, {'event_team': 'away', 'event_time': "" 32' "", 'event_type': 'Yellow card', 'action_player_1': ' Johan Vásquez '}, {'event_team': 'home', 'event_time': "" 34' "", 'event_type': 'Yellow card', 'action_player_1': ' Jeong Tae-Wook '}, {'event_team': 'home', 'event_time': "" 38' "", 'event_type': 'Yellow card', 'action_player_1': ' Kang Yoon-Sung '}, {'event_team': 'away', 'event_time': "" 39' "", 'event_type': 'Penalty', 'action_player_1': ' Francisco Córdova ', 'action_player_2': ' Penalty '}, {'event_team': 'home', 'event_time': "" 45' "", 'event_type': 'Substitution', 'action_player_1': ' Kwon Chang-Hoon ', 'action_player_2': ' Kim Dong-Hyun '}, {'event_team': 'home', 'event_time': "" 45' "", 'event_type': 'Substitution', 'action_player_1': ' Won Du-Jae ', 'action_player_2': ' Kim Jin-Kyu '}, {'event_team': 'home', 'event_time': "" 45' "", 'event_type': 'Substitution', 'action_player_1': ' Um Won-Sang ', 'action_player_2': ' Kang Yoon-Sung '}, {'event_team': 'home', 'event_time': "" 49' "", 'event_type': 'Yellow card', 'action_player_1': ' Won Du-Jae '}, {'event_team': 'home', 'event_time': "" 51' "", 'event_type': 'Goal', 'action_player_1': ' Lee Dong-Gyeong ', 'action_player_2': ' Kim Jin-Ya '}, {'event_team': 'away', 'event_time': "" 54' "", 'event_type': 'Goal', 'action_player_1': ' Henry Martín ', 'action_player_2': ' Francisco Córdova '}, {'event_team': 'away', 'event_time': "" 63' "", 'event_type': 'Goal', 'action_player_1': ' Francisco Córdova ', 'action_player_2': ' Vladimir Loroña '}, {'event_team': 'away', 'event_time': "" 72' "", 'event_type': 'Substitution', 'action_player_1': ' Diego Lainez ', 'action_player_2': ' Uriel Antuna '}, {'event_team': 'away', 'event_time': "" 73' "", 'event_type': 'Substitution', 'action_player_1': ' Fernando Beltrán ', 'action_player_2': ' Francisco Córdova '}, {'event_team': 'home', 'event_time': "" 73' "", 'event_type': 'Substitution', 'action_player_1': ' Kang In Lee ', 'action_player_2': ' Um Won-Sang '}, {'event_team': 'away', 'event_time': "" 76' "", 'event_type': 'Yellow card', 'action_player_1': ' Jorge Sánchez '}, {'event_team': 'away', 'event_time': "" 78' "", 'event_type': 'Substitution', 'action_player_1': ' Jesús Ricardo Angulo ', 'action_player_2': ' Alexis Vega '}, {'event_team': 'away', 'event_time': "" 78' "", 'event_type': 'Substitution', 'action_player_1': ' Eduardo Aguirre ', 'action_player_2': ' Henry Martín '}, {'event_team': 'away', 'event_time': "" 80' "", 'event_type': 'Substitution', 'action_player_1': ' Jesús Alberto Angulo ', 'action_player_2': ' Johan Vásquez '}, {'event_team': 'home', 'event_time': "" 81' "", 'event_type': 'Substitution', 'action_player_1': ' Kim Jae-Woo ', 'action_player_2': ' Park Ji-Soo '}, {'event_team': 'away', 'event_time': "" 84' "", 'event_type': 'Goal', 'action_player_1': ' Eduardo Aguirre ', 'action_player_2': ' Diego Lainez '}, {'event_team': 'away', 'event_time': "" 90' "", 'event_type': 'Yellow card', 'action_player_1': ' Jesús Alberto Angulo '}, {'event_team': 'home', 'event_time': "" 91' "", 'event_type': 'Goal', 'action_player_1': ' Hwang Ui-Jo ', 'action_player_2': ' Jeong Tae-Wook '}]","[{'player_name': ' Hwang ', 'player_number': ' 16'}, {'player_name': ' Lee ', 'player_number': ' 10'}, {'player_name': ' Kim ', 'player_number': ' 13'}, {'player_name': ' Kim ', 'player_number': ' 14'}, {'player_name': ' Kim ', 'player_number': ' 21'}, {'player_name': ' Lee ', 'player_number': ' 11'}, {'player_name': ' Kang ', 'player_number': ' 19'}, {'player_name': ' Park ', 'player_number': ' 4'}, {'player_name': ' Jeong ', 'player_number': ' 5'}, {'player_name': ' Seol ', 'player_number': ' 12'}, {'player_name': ' Song ', 'player_number': ' 1'}]","[{'player_name': ' Vega ', 'player_number': ' 11'}, {'player_name': ' Martín Mex ', 'player_number': ' 9'}, {'player_name': ' Antuna Romero ', 'player_number': ' 15'}, {'player_name': ' Córdova Reyes ', 'player_number': ' 17'}, {'player_name': ' Esquivel Martínez ', 'player_number': ' 16'}, {'player_name': ' Romo Barrón ', 'player_number': ' 7'}, {'player_name': ' Sánchez Ramos ', 'player_number': ' 2'}, {'player_name': ' Vásquez Ibarra ', 'player_number': ' 5'}, {'player_name': ' Montes Castro ', 'player_number': ' 3'}, {'player_name': ' Loroña Aguilar ', 'player_number': ' 6'}, {'player_name': ' Ochoa ', 'player_number': ' 13'}]"
 Quarter-finals , 31.07.2021 ,False,False,False, Brazil  U23 , Egypt U23 ,1,0,64%, 36% ,12, 8 ,5, 2 ,55%, 46% , 89% , 2% , 9% , Saitama Stadium 2002 ,"[{'event_team': 'home', 'event_time': "" 32' "", 'event_type': 'Yellow card', 'action_player_1': ' Antony '}, {'event_team': 'home', 'event_time': "" 37' "", 'event_type': 'Goal', 'action_player_1': ' Matheus Cunha ', 'action_player_2': ' Richarlison '}, {'event_team': 'away', 'event_time': "" 42' "", 'event_type': 'Yellow card', 'action_player_1': ' Akram Tawfik '}, {'event_team': 'home', 'event_time': "" 54' "", 'event_type': 'Substitution', 'action_player_1': ' Paulinho ', 'action_player_2': ' Matheus Cunha '}, {'event_team': 'away', 'event_time': "" 62' "", 'event_type': 'Substitution', 'action_player_1': ' Salah Mohsen ', 'action_player_2': ' Ahmed Yasser Rayan '}, {'event_team': 'away', 'event_time': "" 62' "", 'event_type': 'Substitution', 'action_player_1': ' Emam Ashour ', 'action_player_2': ' Karim El Eraki '}, {'event_team': 'home', 'event_time': "" 65' "", 'event_type': 'Substitution', 'action_player_1': ' Malcom ', 'action_player_2': ' Antony '}, {'event_team': 'home', 'event_time': "" 65' "", 'event_type': 'Substitution', 'action_player_1': ' Reinier ', 'action_player_2': ' Claudinho '}, {'event_team': 'away', 'event_time': "" 84' "", 'event_type': 'Substitution', 'action_player_1': ' Nasser Maher ', 'action_player_2': ' Taher Mohamed '}, {'event_team': 'away', 'event_time': "" 84' "", 'event_type': 'Substitution', 'action_player_1': ' Naser Mansy ', 'action_player_2': ' Ammar Hamdi '}, {'event_team': 'home', 'event_time': "" 92' "", 'event_type': 'Substitution', 'action_player_1': ' Gabriel Menino ', 'action_player_2': ' Richarlison '}]","[{'player_name': ' Carneiro da Cunha ', 'player_number': ' 9'}, {'player_name': ' Richarlison ', 'player_number': ' 10'}, {'player_name': ' Rodrigues Parise Leonel ', 'player_number': ' 20'}, {'player_name': ' dos Santos ', 'player_number': ' 11'}, {'player_name': ' Guimarães Rodriguez Moura ', 'player_number': ' 8'}, {'player_name': ' Luiz ', 'player_number': ' 5'}, {'player_name': ' Guilherme Arana ', 'player_number': ' 6'}, {'player_name': ' Santos Silva ', 'player_number': ' 3'}, {'player_name': ' Mota Filho ', 'player_number': ' 15'}, {'player_name': ' Alves ', 'player_number': ' 13'}, {'player_name': ' Melo dos Santos Neto ', 'player_number': ' 1'}]","[{'player_name': ' Mahmoud ', 'player_number': ' 9'}, {'player_name': ' Rayyan ', 'player_number': ' 14'}, {'player_name': ' Sobhi ', 'player_number': ' 10'}, {'player_name': ' Mohamed ', 'player_number': ' 20'}, {'player_name': ' Omar ', 'player_number': ' 2'}, {'player_name': ' El Hagrasi ', 'player_number': ' 12'}, {'player_name': ' El Eraki ', 'player_number': ' 13'}, {'player_name': ' Hamdi ', 'player_number': ' 18'}, {'player_name': ' Hegazy ', 'player_number': ' 6'}, {'player_name': ' Toeima ', 'player_number': ' 4'}, {'player_name': ' El Shenawy ', 'player_number': ' 1'}]"
